,20,30,40,50,60,70,80
1,-84.29,-47.4,-12.01,0.0,0.0,39.15,76.88
2,-104.52,-63.23,-32.23,0.0,19.05,53.46,98.53
3,-91.84,-54.78,-25.57,0.0,13.54,46.44,86.4
4,-76.53,-42.81,-19.6,0.0,13.27,38.72,74.72
5,-86.77,-72.44,0.0,0.0,0.0,66.64,84.5
6,-78.96,-54.3,0.0,0.0,0.0,40.84,72.91
7,-82.41,-53.31,-20.4,0.0,0.0,42.04,77.13
8,-84.07,-50.76,-23.14,0.0,17.45,45.12,80.95
9,-67.36,-44.18,0.0,0.0,0.0,34.39,67.09
10,-68.0,-52.9,-15.98,0.0,0.0,51.96,68.14
11,-95.7,-55.23,-22.22,0.0,10.69,51.51,87.11
