month,ret_window,up_bound,down_bound,up_win_rate,down_win_rate,up_mean_ret,down_mean_ret,up_signal_rate,down_signal_rate,weighted_ret,total_sample,zero_rate
202304,15s,0.5947987649824316,0.6033096940913389,0.7116469413049494,0.7286421246627535,0.00019454718752414735,-0.0001884567769809534,0.3646529335913577,0.3800809956942736,0.00014275500031441996,16419.513043478262,0.33473283024705025
202305,15s,0.5895677772255646,0.6055748109852104,0.7114088464339227,0.7318200680582404,0.00017452420186374784,-0.0001699673795131565,0.37064497642761457,0.37886090751778373,0.00012863405440859043,16768.672413793105,0.36193753221044866
202306,15s,0.5838565083909676,0.6023311719401873,0.7129243716424812,0.7324570799692368,0.0001697064978272718,-0.00016633334653062265,0.38188503466939133,0.37171057757150594,0.0001265856359433897,17705.66956521739,0.36948543656445587
202307,15s,0.5829772607364035,0.5988536191828124,0.7198461198519971,0.7367879728750524,0.00014569534660887915,-0.00014223071583204796,0.3771363672924934,0.37591602711741817,0.00010819222122550638,14977.898230088496,0.41318062058891797
202308,15s,0.5870336315108905,0.5992213788445786,0.7112068579351615,0.7275465601218,0.00016419890507974675,-0.00015788263403973413,0.3667180823971626,0.3932045794320939,0.00012177370193690326,19440.635555555556,0.3682431598722951
202309,15s,0.5882649784512307,0.6004917300108766,0.7106064861829556,0.7462245232895527,0.00012848635837158754,-0.0001348583297451302,0.39047678074969144,0.3615618890091536,9.874382520060022e-05,17625.765486725664,0.4308652791201636
202310,15s,0.5896237970526317,0.6009958450199085,0.7119113544044071,0.7355240130452316,0.0001517288925385798,-0.00015327000357560555,0.38393795828487065,0.3691085066282269,0.00011466963797630455,15002.941704035875,0.397774220914579
202311,15s,0.5884460947935296,0.5972095354366043,0.7219402088851277,0.7539564653799791,0.00012673151403600705,-0.00013362878906020268,0.3868139650880514,0.36026567669160015,9.688756391778836e-05,19408.853211009173,0.4390980187868506
202304,60s,0.6617837226818881,0.6883583511796958,0.7000228613237812,0.7227697939768597,0.00045868046075273565,-0.00044341530013157086,0.17209621409028214,0.18504155747293471,0.0001602888983510422,16414.534782608695,0.17299648006806942
202305,60s,0.6580951536571862,0.6920914085811402,0.6925243616542871,0.7271003692761686,0.00039640652977439956,-0.0003882335797630418,0.18897149543486397,0.1834842334881415,0.0001450742401374622,16763.318965517243,0.18348357816453661
202306,60s,0.6471036727011998,0.6866436860434639,0.6900005356651215,0.7193182980155094,0.000374903619919147,-0.0003608983498373813,0.20068281126471912,0.1749428601545167,0.00013806171462674158,17700.74347826087,0.1961362677387355
202307,60s,0.6421936190827287,0.6784936109768542,0.6980168438715263,0.7230923599683968,0.0003217605516993487,-0.00031249695002753765,0.19788623654775558,0.18242026681206808,0.00011968467710583439,14973.522123893805,0.2247329553014774
