month,ret_window,up_bound,down_bound,up_win_rate,down_win_rate,up_mean_ret,down_mean_ret,up_signal_rate,down_signal_rate,weighted_ret,total_sample,zero_rate
202309,15s,0.5942951491095111,0.6075255007569558,0.7173039573276061,0.7443910188908585,0.00013261261460086868,-0.0001321520748677929,0.38962959536254244,0.3887995629522562,0.00010280992173643488,17625.765486725664,0.4308652791201636
202310,15s,0.5951195657101417,0.6076399163287223,0.7157965807975945,0.7383273604901098,0.00015408816028153496,-0.000154344083624743,0.3885286443711551,0.38017988039585465,0.00011827995191554076,15002.941704035875,0.397774220914579
202311,15s,0.5932174082435397,0.6034197817901621,0.7245081876148596,0.7532388311905642,0.00012774986236805368,-0.00013248294589442088,0.3968097520563537,0.381533931921165,0.00010102758929629155,19408.853211009173,0.4390980187868506
202309,60s,0.6482492221205008,0.679636956346068,0.6885027769739823,0.7261228316856423,0.0002620641094364403,-0.00026447519752396855,0.2180148100534605,0.20789907110077624,0.00011154351469896375,17620.305309734515,0.23553525150046886
202310,60s,0.6479018455102631,0.6813883178919108,0.6939091434375931,0.7243170417557041,0.00031087731537086363,-0.00031354198311887176,0.20296669053761066,0.18947421725623945,0.00012186580414147521,14998.340807174887,0.20995691490772483
202311,60s,0.643409514310543,0.6752968198082797,0.7035048828394904,0.7396814761334529,0.0002649635813246904,-0.00027770094287520643,0.22080158607288244,0.197137168621072,0.00011241452773230558,19402.995412844037,0.24151249419276177
202309,120s,0.5980319811003902,0.638240355892744,0.6317544225320202,0.6714542219024857,0.00027499790909370854,-0.0002782877809288053,0.21967522502006043,0.2092778922578259,0.00011808841725153665,17540.402654867255,0.16722231437340734
202310,120s,0.59636919578237,0.638647228506809,0.6395371516731065,0.6683991980566706,0.0003357821047283422,-0.00032774045367220004,0.2051751128616195,0.19499530477356464,0.00013210438111822774,14930.452914798207,0.14783398153733487
202311,120s,0.5925389582440702,0.6344254672498939,0.648304149790045,0.6848963326073222,0.0002847534001005775,-0.00030454052515770504,0.222552425240678,0.19570479919583048,0.00012201081292252603,19315.05504587156,0.171341079220595
202309,300s,0.5679605530395052,0.6166089768643017,0.5653648849084584,0.6074044612890176,0.0002421562233612296,-0.00025868776300933357,0.20871120612417257,0.21451316945419044,0.0001046708380499518,17301.119469026547,0.10682575785443969
202310,300s,0.5637619599421201,0.6160622729239792,0.5813939810459382,0.6155284277993165,0.00035974093294751606,-0.00034176381122816404,0.20619957244974435,0.1894353842219526,0.00013651309819532072,14727.42600896861,0.09144331713257225
202311,300s,0.5615377791412303,0.6136434733444848,0.5788577768088261,0.6203463279238988,0.0002690205698683043,-0.00031709648930476543,0.22664367231061366,0.17588653472683757,0.00011425335422155362,19051.949541284404,0.10899832766233586
