month,ret_window,up_bound,down_bound,up_win_rate,down_win_rate,up_mean_ret,down_mean_ret,up_signal_rate,down_signal_rate,weighted_ret,total_sample,zero_rate
202309,15s,0.593742222310421,0.607462534830771,0.7174658451274039,0.7436953251781308,0.0001328843642094962,-0.0001316853897819281,0.38829393488435454,0.3900011035270761,0.0001027037147424899,17625.765486725664,0.4308652791201636
202310,15s,0.5950441448839842,0.6074703134139805,0.7147680809588384,0.7394459069825993,0.0001535156288587863,-0.00015479796373949395,0.39090372973316806,0.377504243477039,0.00011816165050122858,15002.941704035875,0.397774220914579
202311,15s,0.5929175562866943,0.6036735850118294,0.7247361111166234,0.753271793017653,0.00012782679201632058,-0.00013242385204819215,0.39689725391934577,0.38158321299014836,0.00010103780752560383,19408.853211009173,0.4390980187868506
202309,60s,0.6483473079382348,0.6797604809534914,0.6886960013756881,0.7261629564342773,0.00026241986092616327,-0.00026566151837705134,0.2171836753146035,0.207335401050805,0.00011144784395617524,17620.305309734515,0.23553525150046886
202310,60s,0.6478041727671661,0.6812843076859391,0.6901811559001297,0.7274149207416684,0.0003062320534993897,-0.0003181027075260529,0.21263808412537444,0.17982306852025295,0.00012145137160708743,14998.340807174887,0.20995691490772483
202311,60s,0.643366379720118,0.6756156015734004,0.7040248997508322,0.7399242260715578,0.00026510420094286104,-0.0002782959808584702,0.2206327746649513,0.1964572203780181,0.00011216973261979927,19402.995412844037,0.24151249419276177
202309,120s,0.5978743061480681,0.6380758178854475,0.6324277101397222,0.6732946136582599,0.0002757331127306432,-0.0002854253443787381,0.22239653454110528,0.20531570652953535,0.00011920779480510056,17540.402654867255,0.16722231437340734
202310,120s,0.5962880770549293,0.6387775756782674,0.6327574942485635,0.6761368463458033,0.0003226527558425911,-0.00034664219687868743,0.22680088885957803,0.1703717567908552,0.00013120912326495602,14930.452914798207,0.14783398153733487
202311,120s,0.5926968669156787,0.6347459981278492,0.6495102813025002,0.6862363302501467,0.00028666803978723347,-0.000307957301774939,0.22264131049066047,0.1939696017922512,0.00012224974321121601,19315.05504587156,0.171341079220595
202309,300s,0.5673738551590846,0.6158615211337555,0.5705052176951406,0.6156254791351966,0.0002636167878842081,-0.0002896249724715086,0.21934095092127012,0.19225036689440436,0.00011134195882685136,17301.119469026547,0.10682575785443969
202310,300s,0.5651462917288037,0.6176834851122814,0.5681347881625127,0.6235079038052818,0.0003174939283281217,-0.0003767338913565856,0.26019823591432645,0.1330967016407988,0.00012880731408825547,14727.42600896861,0.09144331713257225
202311,300s,0.5629478943855829,0.6148322290449363,0.5793301855723094,0.6261835794512549,0.0002707184795262566,-0.000341396328240477,0.22846973200325207,0.16928502875932186,0.00011388920413434153,19051.949541284404,0.10899832766233586
