factor_name
bulk_buy_sell_diff_15s
indus_active_buy_sell_diff_30s
order_diff_10_15s
net_bid_amt_delta_60s
bulk_active_buy_sell_diff_60s
net_bid_amt_delta_30s
indus_lower_ask_amt_60s
active_buy_sell_diff_15s
mkt_bulk_active_buy_sell_diff_15s
net_bid_amt_delta_15s
indus_higher_bid_amt_30s
indus_order_diff_1_15s
book_pressure_15s
indus_net_bid_amt_delta_30s
lower_ask_amt_60s
mkt_book_pressure_15s
bulk_active_buy_sell_diff_30s
mkt_net_bid_amt_delta_15s
indus_bulk_active_buy_sell_diff_15s
higher_bid_amt_60s
indus_lower_ask_amt_30s
indus_bulk_active_buy_sell_diff_60s
indus_order_diff_10_15s
active_buy_sell_diff_30s
book_pressure_30s
mkt_lower_ask_amt_15s
indus_active_buy_sell_diff_15s
indus_bulk_active_buy_sell_diff_30s
indus_net_bid_amt_delta_60s
lower_ask_amt_15s
bulk_buy_sell_diff_60s
bulk_active_buy_sell_diff_15s
indus_cancel_diff_10_15s
indus_book_pressure_15s
mkt_active_buy_sell_diff_15s
mid_mmt_route_5_5
bulk_buy_sell_diff_30s
mkt_higher_bid_amt_15s
indus_net_bid_amt_delta_15s
order_diff_1_15s
mid_mmt_route_10_10
indus_higher_bid_amt_60s
higher_bid_amt_30s
mid_ret_skew_10
mkt_order_diff_10_15s
indus_lower_ask_amt_15s
lower_ask_amt_30s
higher_bid_amt_15s
indus_higher_bid_amt_15s
cancel_diff_10_15s
fok_2000_120s
fok_2000_300s
fok_500_300s
limit1_120s
limit1_15s
limit1_300s
limit1_30s
limit1_60s
limit2_120s
limit2_15s
limit2_300s
limit2_30s
limit2_60s
meta_120s
meta_15s
meta_300s
meta_30s
meta_60s
regret_120s
regret_15s
regret_300s
regret_30s
regret_60s
trade1_120s
trade1_15s
trade1_300s
trade1_30s
trade1_60s
ask1_ofl_std_15s
ask1_ofl_std_min
ask1_ofl_std_2min
ask1_ofl_std_5min
bid1_ofl_std_15s
bid1_ofl_std_min
bid1_ofl_std_2min
bid1_ofl_std_5min
ofl1_std_15s
ofl1_std_min
ofl1_std_2min
ofl1_std_5min
ask1_order_dst_3s
ask1_order_dst_15s
ask1_order_dst_min
ask1_order_dst_2min
ask1_order_dst_5min
bid1_order_dst_3s
bid1_order_dst_15s
bid1_order_dst_min
bid1_order_dst_2min
bid1_order_dst_5min
depth_im1_3s
depth_im1_15s
depth_im1_min
depth_im1_2min
depth_im1_5min
depth_im2_3s
depth_im2_15s
depth_im2_min
depth_im2_2min
depth_im2_5min
ask_press_3s
ask_press_15s
ask_press_min
ask_press_2min
ask_press_5min
bid_press_3s
bid_press_15s
bid_press_min
bid_press_2min
bid_press_5min
press_3s
press_15s
press_min
press_2min
press_5min
close_versus_mid_3s
close_versus_mid_15s
close_versus_mid_min
close_versus_mid_2min
close_versus_mid_5min
spread_tick_3s
spread_tick_15s
spread_tick_min
spread_tick_2min
spread_tick_5min
ask_wap_versus_mid_3s
ask_wap_versus_mid_15s
ask_wap_versus_mid_min
ask_wap_versus_mid_2min
ask_wap_versus_mid_5min
bid_wap_versus_mid_3s
bid_wap_versus_mid_15s
bid_wap_versus_mid_min
bid_wap_versus_mid_2min
bid_wap_versus_mid_5min
skew_15
skew_60
skew_120
slope_ask3_3s
slope_ask3_15s
slope_ask3_min
slope_ask3_2min
slope_ask3_5min
slope_bid3_3s
slope_bid3_15s
slope_bid3_min
slope_bid3_2min
slope_bid3_5min
slope_diff3_5min
slope_ask10_3s
slope_ask10_15s
slope_ask10_min
slope_ask10_2min
slope_ask10_5min
slope_bid10_3s
slope_bid10_15s
slope_bid10_min
slope_bid10_2min
slope_bid10_5min
slope_diff10_2min
slope_diff10_5min
slope_askh2_3s
slope_askh2_15s
slope_askh2_min
slope_askh2_2min
slope_askh2_5min
slope_bidh2_3s
slope_bidh2_15s
slope_bidh2_min
slope_bidh2_2min
slope_bidh2_5min
RSI_3s
RSI_15s
RSI_min
RSI_2min
RSI_5min
WILLR_3s
WILLR_15s
WILLR_min
WILLR_2min
WILLR_5min
QR1_2_3s
QR1_2_15s
QR1_2_min
QR1_2_2min
QR1_2_5min
QR1_3_3s
QR1_3_15s
QR1_3_min
QR1_3_2min
QR1_3_5min
gp_1
gp_2
gp_3
gp_4
gp_5
gp_6
gp_7
gp_8
gp_9
gp_10
gp_11
gp_12
gp_15
gp_16
gp_17
gp_19
gp_25
gp_26
gp_27
gp_28
gp_30
gp_21
gp_22
gp_23
gp_24
gp_31
gp_36
gp_38
gp_40
gp_42
gp_43
gp_44
gp_45
gp_46
gp_48
gp_49
gp_50
gp_52
gp_53
gp_56
gp_58
gp_60
gp_61
gp_62
gp_63
gp_64
gp_65
gp_67
gp_68
gp_70
gp_71
gp_72
amtSpread_7_3s
hBidAmt_lAskAmt_diff_largeInst_15s
hBidAmt_lAskAmt_diff_largeInst_30s
hBidAmt_lAskAmt_diff_largeInst_60s
hBidAmt_lAskAmt_diff_largeRetail_15s
