factor_name
genetic_programming_16
indus_active_buy_sell_diff_15s
indus_order_diff10_15s
mkt_order_diff10_15s
genetic_programming_8
indus_lower_ask_amt_30s
genetic_programming_1
indus_mid_ret_30s
genetic_programming_4
indus_higher_bid_amt_60s
mkt_bulk_active_buy_sell_diff_15s
genetic_programming_17
genetic_programming_11
genetic_programming_32
genetic_programming_20
EMA_15s
genetic_programming_12
trade1_15s
limit1_30s
indus_cancel_diff10_15s
genetic_programming_13
genetic_programming_6
genetic_programming_5
genetic_programming_22
bulk_buy_sell_diff_60s
genetic_programming_10
meta_60s
order_diff10_15s
genetic_programming_2
indus_net_bid_amt_delta_30s
ofl1_std_15s
genetic_programming_25
genetic_programming_26
regret_30s
close_versus_mid_3s
genetic_programming_30
lower_ask_amt_15s
press_3s
higher_bid_amt_15s
slope_bid10_3s
ofl1_std_3s
close_versus_mid_15s
slope_diff3_3s
slope_diff10_3s
book_pressure_delta_15s
bulk_buy_sell_diff_15s
lower_ask_amt_30s
slope_bid3_3s
genetic_programming_29
genetic_programming_34
fok_2s_30s
genetic_programming_24
genetic_programming_19
spread_tick_3s
higher_bid_amt_30s
limit1_120s
trade1_60s
fok_0.5s_30s
fok_2s_9s
fok_2s_60s
fok_0.5s_60s
fok_0.5s_9s
fok_0.5s_120s
EMA_std_15s
fok_2s_120s
close_ret_15s
genetic_programming_18
WILLR_3s
RSI_3s
depth_im2_3s
ma_mid_ret_10
ofl1_std_min
genetic_programming_9
bid_wap_versus_mid_3s
bid_press_15s
fok_0.5s_300s
close_ret_30s
close_versus_mid_min
slope_bid3_min
mkt_book_pressure_15s
depth_im1_2min
limit2_300s
genetic_programming_35
ask2_ofl_std_15s
lower_ask_amt_60s
bulk_active_buy_sell_diff_15s
bid2_ofl_std_15s
bid1_order_dst_2min
indus_book_pressure_15s
slope_bid3_5min
ask1_order_dst_min
ask_press_2min
higher_bid_amt_60s
genetic_programming_27
genetic_programming_23
ask_wap_versus_mid_3s
slope_diff3_min
cancel_diff10_15s
ask1_order_dst_5min
net_bid_amt_delta_15s
net_bid_amt_delta_30s
slope_ask3_5min
ask_wap_versus_mid_5min
bid_press_2min
QR1_2_5min
ask1_order_dst_15s
bid1_order_dst_15s
slope_ask3_15s
QR1_2_15s
depth_im2_min
ofl2_std_3s
indus_book_pressure_delta_15s
net_bid_amt_delta_60s
WILLR_min
skew_15
bid1_ofl_std_5min
slope_askh2_min
bid_wap_versus_mid_5min
bid2_ofl_std_2min
trade1_300s
depth_im1_15s
skew_120
WILLR_5min
bulk_active_buy_sell_diff_60s
mid_ret_skew_10
close_versus_mid_5min
skew_60
